[2025-11-22 23:41:49] REGISTER | User ID: 3 | Username: om@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-02 17:51:07] LOGOUT | User ID: 1 | Username: admin@gmail.com | IP: 127.0.0.1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-02 17:51:21] LOGIN | User ID: 2 | Username: edu@gmail.com | IP: 127.0.0.1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-02 17:57:43] LOGOUT | User ID: 2 | Username: edu@gmail.com | IP: 127.0.0.1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-02 17:57:58] LOGIN | User ID: 1 | Username: admin@gmail.com | IP: 127.0.0.1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-02 21:47:41] FAILED_LOGIN | User ID: 0 | Username: edu@gmail.com | IP: ::1 | Details: Invalid credentials | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-02 21:48:02] LOGIN | User ID: 2 | Username: edu@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-02 22:08:48] FAILED_LOGIN | User ID: 0 | Username: edu@gmial.com | IP: ::1 | Details: Invalid credentials | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-02 22:09:30] LOGIN | User ID: 2 | Username: edu@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-02 22:15:45] LOGOUT | User ID: 2 | Username: edu@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-02 22:18:05] LOGIN | User ID: 2 | Username: edu@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-03 11:44:21] LOGIN | User ID: 3 | Username: at@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-03 12:40:48] LOGIN | User ID: 1 | Username: admin@gmail.com | IP: 127.0.0.1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:145.0) Gecko/20100101 Firefox/145.0
[2025-12-03 15:58:14] LOGOUT | User ID: 2 | Username: edu@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-03 15:58:34] LOGIN | User ID: 3 | Username: at@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-03 17:07:43] LOGOUT | User ID: 3 | Username: at@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-03 17:33:57] LOGIN | User ID: 2 | Username: edu@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-03 17:40:58] LOGOUT | User ID: 3 | Username: at@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-03 17:41:11] LOGIN | User ID: 1 | Username: admin@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-03 17:42:55] LOGOUT | User ID: 1 | Username: admin@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-03 17:43:07] LOGIN | User ID: 2 | Username: edu@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-03 19:15:55] LOGOUT | User ID: 2 | Username: edu@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-03 19:16:13] LOGIN | User ID: 3 | Username: at@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-03 20:41:48] LOGOUT | User ID: 2 | Username: edu@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-03 20:42:00] LOGIN | User ID: 3 | Username: at@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-03 22:53:20] LOGOUT | User ID: 3 | Username: at@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-03 22:53:37] LOGIN | User ID: 3 | Username: at@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-03 23:13:41] LOGOUT | User ID: 3 | Username: at@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-03 23:14:01] LOGIN | User ID: 3 | Username: at@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-04 00:38:26] LOGIN | User ID: 1 | Username: admin@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-04 00:43:13] LOGOUT | User ID: 1 | Username: admin@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-04 00:43:26] LOGIN | User ID: 2 | Username: edu@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-04 00:44:53] LOGOUT | User ID: 2 | Username: edu@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-04 00:52:08] LOGIN | User ID: 3 | Username: at@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-04 00:52:42] LOGOUT | User ID: 3 | Username: at@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-04 00:52:55] FAILED_LOGIN | User ID: 0 | Username: CHILD-3-453982 | IP: ::1 | Details: Child code not found | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-04 00:58:17] FAILED_LOGIN | User ID: 0 | Username: CHILD-3-453982 | IP: ::1 | Details: Child code not found | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-04 00:58:28] FAILED_LOGIN | User ID: 0 | Username: CHILD-3-453982 | IP: ::1 | Details: Child code not found | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-04 01:07:13] FAILED_LOGIN | User ID: 0 | Username: CHILD-3-453982 | IP: ::1 | Details: Child code not found | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-04 01:08:52] FAILED_LOGIN | User ID: 0 | Username: CHILD-3-453982 | IP: ::1 | Details: Child code not found | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-04 01:09:10] FAILED_LOGIN | User ID: 0 | Username: CHILD-3-453982 | IP: ::1 | Details: Child code not found | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-04 01:16:45] LOGIN | User ID: 6 | Username: Omar | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-04 01:17:52] LOGOUT | User ID: 6 | Username: Omar | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-04 12:46:29] FAILED_LOGIN | User ID: 0 | Username: at@gmail.com | IP: ::1 | Details: Invalid credentials | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36
[2025-12-04 12:46:44] LOGIN | User ID: 3 | Username: at@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36
[2025-12-04 12:51:08] LOGOUT | User ID: 3 | Username: at@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36
[2025-12-04 12:51:21] LOGIN | User ID: 2 | Username: edu@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36
[2025-12-04 12:54:49] LOGOUT | User ID: 2 | Username: edu@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36
[2025-12-04 12:54:59] LOGIN | User ID: 3 | Username: at@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36
[2025-12-04 19:33:29] LOGIN | User ID: 7 | Username: Zaid | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-04 20:06:17] FAILED_LOGIN | User ID: 0 | Username: edu@gmail.com | IP: ::1 | Details: Invalid credentials | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-04 20:07:09] FAILED_LOGIN | User ID: 0 | Username: at@gmail.com | IP: ::1 | Details: Invalid credentials | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-04 20:07:21] LOGIN | User ID: 3 | Username: at@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-04 21:39:55] LOGOUT | User ID: 7 | Username: Zaid | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-04 21:40:07] LOGOUT | User ID: 3 | Username: at@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-04 21:40:23] FAILED_LOGIN | User ID: 0 | Username: at@gmail.com | IP: ::1 | Details: Invalid credentials | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-04 21:40:34] FAILED_LOGIN | User ID: 0 | Username: at@gmail.com | IP: ::1 | Details: Invalid credentials | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-04 21:40:49] FAILED_LOGIN | User ID: 0 | Username: eat@gmail.com | IP: ::1 | Details: Invalid credentials | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-04 21:41:01] LOGIN | User ID: 3 | Username: at@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-04 21:43:45] LOGIN | User ID: 2 | Username: edu@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-04 22:05:09] LOGOUT | User ID: 2 | Username: edu@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-04 22:05:38] LOGIN | User ID: 2 | Username: edu@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-04 22:05:44] LOGOUT | User ID: 2 | Username: edu@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-04 22:05:57] LOGIN | User ID: 2 | Username: edu@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-04 22:06:00] LOGOUT | User ID: 2 | Username: edu@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-04 22:07:17] LOGIN | User ID: 2 | Username: edu@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-04 22:15:00] LOGOUT | User ID: 3 | Username: at@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36
[2025-12-04 22:15:16] LOGIN | User ID: 1 | Username: admin@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36
[2025-12-04 22:36:03] LOGIN | User ID: 7 | Username: Zaid | IP: 127.0.0.1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:145.0) Gecko/20100101 Firefox/145.0
[2025-12-05 18:47:06] LOGIN | User ID: 1 | Username: admin@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36
[2025-12-05 18:47:47] LOGOUT | User ID: 1 | Username: admin@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36
[2025-12-05 18:48:02] LOGIN | User ID: 3 | Username: at@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36
[2025-12-05 18:48:27] LOGOUT | User ID: 2 | Username: edu@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-05 18:48:59] LOGIN | User ID: 6 | Username: Omar | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-05 18:52:16] LOGIN | User ID: 2 | Username: edu@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-05 19:56:49] LOGIN | User ID: 1 | Username: admin@gmail.com | IP: 127.0.0.1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:145.0) Gecko/20100101 Firefox/145.0
[2025-12-05 20:31:25] LOGOUT | User ID: 2 | Username: edu@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-05 20:32:11] LOGIN | User ID: 3 | Username: at@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-05 20:32:27] LOGOUT | User ID: 3 | Username: at@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-05 20:32:58] LOGIN | User ID: 2 | Username: edu@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-05 20:33:20] LOGOUT | User ID: 2 | Username: edu@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-05 20:34:22] REGISTER | User ID: 18 | Username: Ma@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-05 20:34:37] LOGIN | User ID: 18 | Username: Ma@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-05 20:35:00] LOGOUT | User ID: 18 | Username: Ma@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-05 20:37:20] LOGIN | User ID: 18 | Username: Ma@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-05 20:38:35] LOGOUT | User ID: 18 | Username: Ma@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-05 20:38:56] LOGIN | User ID: 8 | Username: Karem | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-05 20:39:41] LOGOUT | User ID: 3 | Username: at@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36
[2025-12-05 20:39:57] LOGIN | User ID: 2 | Username: edu@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36
[2025-12-05 20:40:55] LOGOUT | User ID: 6 | Username: Omar | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-05 20:41:18] LOGIN | User ID: 18 | Username: Ma@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-05 20:43:13] LOGOUT | User ID: 2 | Username: edu@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36
[2025-12-05 20:43:26] LOGIN | User ID: 8 | Username: Karem | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36
[2025-12-05 20:45:47] LOGOUT | User ID: 1 | Username: admin@gmail.com | IP: 127.0.0.1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:145.0) Gecko/20100101 Firefox/145.0
[2025-12-05 20:46:00] LOGIN | User ID: 2 | Username: edu@gmail.com | IP: 127.0.0.1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:145.0) Gecko/20100101 Firefox/145.0
[2025-12-05 20:56:59] LOGOUT | User ID: 2 | Username: edu@gmail.com | IP: 127.0.0.1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:145.0) Gecko/20100101 Firefox/145.0
[2025-12-05 20:57:14] LOGIN | User ID: 1 | Username: admin@gmail.com | IP: 127.0.0.1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:145.0) Gecko/20100101 Firefox/145.0
[2025-12-05 21:08:09] LOGOUT | User ID: 8 | Username: Karem | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36
[2025-12-05 21:08:25] LOGIN | User ID: 2 | Username: edu@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36
[2025-12-06 02:50:01] LOGOUT | User ID: 2 | Username: edu@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36
[2025-12-06 02:53:13] LOGIN | User ID: 1 | Username: admin@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36
[2025-12-06 04:08:05] LOGOUT | User ID: 1 | Username: admin@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36
[2025-12-06 04:08:17] LOGIN | User ID: 18 | Username: Ma@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36
[2025-12-06 04:14:37] LOGOUT | User ID: 18 | Username: Ma@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-06 04:14:52] LOGIN | User ID: 1 | Username: admin@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-06 04:42:51] LOGOUT | User ID: 1 | Username: admin@gmail.com | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-06 04:43:17] LOGIN | User ID: 8 | Username: Karem 3 | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
[2025-12-06 05:14:31] LOGOUT | User ID: 8 | Username: Karem 3 | IP: ::1 | Details:  | UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36
